2026-02-03 21:26:52 | INFO | auth | User logout success user_id=5267 (env=dev, region=us-east-1, ip=146.230.199.68, request_id=3cbnq5namvxlzvmd, trace_id=jzmiido8mxh90kjo4hgzoban, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 21:33:32 | INFO | auth | Batch processed records=4382 duration_ms=3470 (env=staging, region=eu-west-1, ip=53.217.37.72, request_id=88knde4750sna3l8, trace_id=lsv7v39zpl8hbxyv552zph76, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 21:33:44 | ERROR | auth | Write operation failed: storage quota exceeded bucket=analytics-exports (env=prod, region=eu-west-1, ip=37.6.58.101, request_id=3sh3g0fx6j1hn0lu, trace_id=8rinscgw6kt2a76gdobt75ad, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 21:33:47 | WARN | auth | Slow response detected (3089ms) endpoint=/search?q=shoes (env=prod, region=me-south-1, ip=252.76.232.23, request_id=8js1xmsgxfbpvdix, trace_id=kvi9i68sxtz53hgnlvxwql6m, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 21:33:59 | INFO | auth | Metrics pushed cpu=27% mem=19% (env=prod, region=me-south-1, ip=214.51.142.146, request_id=yye11o25xhfnq5a6, trace_id=2lwnv9bxp3w8r9rfef8ofkvg, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 21:34:05 | INFO | auth | PUT /token/refresh 503 (124ms) (env=staging, region=me-south-1, ip=82.235.95.158, request_id=yrhcd4hywzqk6xkg, trace_id=eursjftxcn595nu3t2yy1pom, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 21:34:12 | WARN | auth | Queue backlog growing size=956 (env=dev, region=eu-west-1, ip=42.126.160.139, request_id=zrm3pzyygqrhohvl, trace_id=qizthw6gozsq58jak3ya21e6, ua="curl/8.4.0")
2026-02-03 21:34:28 | INFO | auth | Batch processed records=2280 duration_ms=2316 (env=dev, region=eu-west-1, ip=144.130.45.115, request_id=1vwhp0ajj1u40dcz, trace_id=jvom7tf8szis02c77mvgmjz7, ua="curl/8.4.0")
2026-02-03 21:35:07 | INFO | auth | File uploaded id=file_jvdci8bql8 bytes=9463080 (env=dev, region=me-south-1, ip=121.137.84.9, request_id=4ompkexi1v8mbxty, trace_id=t2fc9ub9h7ztfvtv6c34szf8, ua="PostmanRuntime/7.36.0")
2026-02-03 21:35:12 | INFO | auth | Metrics pushed cpu=23% mem=37% (env=prod, region=me-south-1, ip=130.202.82.24, request_id=57b0w8tx9dh4o6eh, trace_id=rtfrrkuycst858ewjq049cmk, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 21:35:34 | INFO | auth | Cache hit key=cart:4892 ttl_s=1748 (env=prod, region=me-south-1, ip=251.234.63.71, request_id=zmhzilw1zbzwoqvn, trace_id=tfswpau1992e5qautel4o8b4, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 21:37:28 | WARN | auth | Rate limit nearing threshold remaining=1 (env=staging, region=eu-west-1, ip=232.17.72.47, request_id=5h2ng79u1c6mk9hn, trace_id=dtrwqpxxbumhoosfd64hq3pj, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 21:38:22 | INFO | auth | Cache hit key=cart:5576 ttl_s=1485 (env=prod, region=ap-southeast-1, ip=26.158.28.175, request_id=d8413q10fmerg1tm, trace_id=ugsq1oopeqpntlxb22p1kajj, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 21:38:30 | WARN | auth | Queue backlog growing size=9120 (env=staging, region=eu-west-1, ip=23.62.62.168, request_id=8ee4uql48z4m09he, trace_id=2km0q47son58t81yqgi61bzk, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 21:38:42 | WARN | auth | Payment provider latency high (341ms) (env=prod, region=eu-west-1, ip=6.126.190.38, request_id=y1l71u5eef0vgfwe, trace_id=un1bw0mz6unk0o8f6fbrvlst, ua="curl/8.4.0")
2026-02-03 21:38:44 | INFO | auth | Token refreshed user_id=9302 (env=dev, region=me-south-1, ip=54.228.179.224, request_id=ro3vzu8krxkyqvki, trace_id=jhks932mt1u9s5d7pywtvoix, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 21:39:56 | INFO | auth | Cache miss key=rate:14.121.48.219 (env=dev, region=ap-southeast-1, ip=14.121.48.219, request_id=8sslaeyvb1utx2ql, trace_id=t5uflwktrc054awn5i5ovwtr, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 21:40:05 | INFO | auth | Token refreshed user_id=3582 (env=prod, region=us-east-1, ip=100.32.91.223, request_id=2tari1ltmqkluspy, trace_id=alhpae10qi64utaeaj3wndii, ua="PostmanRuntime/7.36.0")
2026-02-03 21:40:21 | WARN | auth | High memory usage warning mem=79% (env=dev, region=eu-west-1, ip=59.253.238.117, request_id=p97w6yrd7jbegz5k, trace_id=dhqmcofibsu66vraxcs9lzkm, ua="curl/8.4.0")
2026-02-03 21:40:26 | INFO | auth | User logout success user_id=5821 (env=dev, region=me-south-1, ip=54.224.132.31, request_id=n1kr8wsizkqgb28x, trace_id=3vpxrfiq5h7hnri191z581q8, ua="curl/8.4.0")
2026-02-03 21:40:35 | WARN | auth | Elevated error rate observed window_s=300 rate=6.4% (env=staging, region=ap-southeast-1, ip=30.242.218.2, request_id=ad55w60ctcuzu96n, trace_id=f9s1jjnvr92cw90sek1fj41y, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 21:40:50 | INFO | auth | Token refreshed user_id=4396 (env=prod, region=us-east-1, ip=158.229.224.122, request_id=t34hm5w2sryyw8yd, trace_id=n6dzdojncz8ya4qrovkno6hu, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 21:40:56 | INFO | auth | User login success user_id=1332 (env=dev, region=eu-west-1, ip=80.70.124.30, request_id=f54ebjglhx34icke, trace_id=ajsusv5m33vkzuj4rzughfot, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 21:41:23 | INFO | auth | Cache miss key=user:3002 (env=prod, region=eu-west-1, ip=142.123.172.158, request_id=byl91yt6vgsx6rfa, trace_id=78gcxf9694qvv6kwx8h7hddc, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 21:41:51 | WARN | auth | Slow response detected (2712ms) endpoint=/notifications/push (env=prod, region=us-east-1, ip=157.191.254.168, request_id=ggphetenlrutuz8d, trace_id=f8cbbppxqvwltcnwzgd5144h, ua="curl/8.4.0")
2026-02-03 21:42:19 | INFO | auth | Job completed successfully: job=daily-report duration_ms=3113 (env=prod, region=me-south-1, ip=6.103.24.78, request_id=d9dkal82se9jyuqy, trace_id=h5yeyhgzs92glbpshma6fq5d, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 21:42:52 | INFO | auth | File uploaded id=file_g86t8xkskv bytes=8697679 (env=prod, region=us-east-1, ip=89.128.109.156, request_id=kxt0s8qvp8k4zbbp, trace_id=btznm0pybeejyiswu5gcqb8f, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 21:43:00 | INFO | auth | User login success user_id=7706 (env=dev, region=eu-west-1, ip=246.123.17.189, request_id=bi7wp5dm8zka4edt, trace_id=7wgexs97yr80mh92p791ix50, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 21:43:04 | INFO | auth | User logout success user_id=2669 (env=staging, region=eu-west-1, ip=167.147.251.48, request_id=wqwfie2rqxa40atz, trace_id=qr59aa16bx15fckcnr8a1o20, ua="curl/8.4.0")
2026-02-03 21:43:27 | INFO | auth | Metrics pushed cpu=92% mem=36% (env=prod, region=ap-southeast-1, ip=164.243.22.178, request_id=n9kggeveui1kwp20, trace_id=mhpm3i94yhonjm5euwbpt029, ua="PostmanRuntime/7.36.0")
2026-02-03 21:43:28 | WARN | auth | Retrying request to upstream service attempt=2 (env=prod, region=ap-southeast-1, ip=50.104.81.89, request_id=s3sb0iege5ch6n53, trace_id=ncxfl2vameyrlz04swm0hd97, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 21:43:33 | WARN | auth | Circuit breaker half-open dependency=kms (env=prod, region=us-east-1, ip=127.140.205.208, request_id=xsx1t77nuayjzjk8, trace_id=ne6tnd9klmfidus8y8oukrrw, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 21:43:46 | INFO | auth | Cache hit key=sess:8999 ttl_s=98 (env=prod, region=me-south-1, ip=101.41.206.76, request_id=x3u0mw1xqkdkflal, trace_id=9n81c9jvappuj20yhfb5zmzq, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 21:44:22 | INFO | auth | Job completed successfully: job=cleanup-sessions duration_ms=1403 (env=prod, region=us-east-1, ip=64.195.151.125, request_id=iv1l8sbh3esu2dnm, trace_id=bvkcat2591g06eyc8lz4j1zl, ua="curl/8.4.0")
2026-02-03 21:44:51 | ERROR | auth | Write operation failed: storage quota exceeded bucket=staging-uploads (env=staging, region=eu-west-1, ip=124.122.1.99, request_id=byklf1tsoo9m9p6r, trace_id=8saooke42nasc6zze09ba90d, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 21:45:06 | INFO | auth | Cache miss key=rate:166.218.163.254 (env=prod, region=eu-west-1, ip=166.218.163.254, request_id=f4xj7pgukie31eqe, trace_id=9w9c7wqttsjf5y3db3zw121h, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 21:45:11 | INFO | auth | POST /inventory/SKU22968 403 (492ms) (env=dev, region=ap-southeast-1, ip=138.223.75.8, request_id=638lue9g3x2s0d7w, trace_id=7217ew01gcaj5m4dpqom1hqs, ua="curl/8.4.0")
2026-02-03 21:45:14 | INFO | auth | Job completed successfully: job=cleanup-sessions duration_ms=1841 (env=prod, region=ap-southeast-1, ip=103.193.141.38, request_id=w5aza479lkmovolo, trace_id=6gbqymxc342xqsiqeva25qw6, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 21:45:17 | INFO | auth | Batch processed records=205 duration_ms=2119 (env=dev, region=me-south-1, ip=31.207.193.247, request_id=y5nl8gaxowhz6hiu, trace_id=y0hro9axmh0dets65xv5bd74, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 21:45:26 | INFO | auth | GET /payments/refund 429 (1333ms) (env=prod, region=ap-southeast-1, ip=219.21.94.45, request_id=oa5us0rlk31m4347, trace_id=d97zsgz46rbcfj3feueahp5t, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 21:45:43 | INFO | auth | Token refreshed user_id=4191 (env=staging, region=ap-southeast-1, ip=229.27.97.147, request_id=tnzl02pfxiuk87hg, trace_id=ua6s6w3419tcqsoetem0iffl, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 21:46:04 | INFO | auth | Cache hit key=rate:95.40.5.172 ttl_s=296 (env=prod, region=ap-southeast-1, ip=95.40.5.172, request_id=a4h0su3gf2s984am, trace_id=cubnzeqcw6izlq4fj59i7j1l, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 21:46:22 | INFO | auth | User login success user_id=7989 (env=prod, region=me-south-1, ip=209.225.128.88, request_id=w3m0l91fi2znft12, trace_id=uo7h63pabxxbq01ztfqqpjg6, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 21:46:57 | INFO | auth | Job completed successfully: job=daily-report duration_ms=2126 (env=prod, region=us-east-1, ip=23.195.58.46, request_id=fi03achb82g4pi87, trace_id=nv1500d00ze1ljpcyj0v66c1, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 21:47:47 | INFO | auth | Job completed successfully: job=invoice-run duration_ms=2644 (env=staging, region=eu-west-1, ip=64.13.101.150, request_id=s46anaer6jmir04k, trace_id=2vjmp0gh8kn71vl7qrf5nm5l, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 21:48:30 | INFO | auth | Config loaded version=5.17.10 (env=prod, region=eu-west-1, ip=18.171.145.238, request_id=gy8a0zn1ec0m1b71, trace_id=v8r3sr9wq8mzvxweq9vq6zlm, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 21:49:26 | INFO | auth | User login success user_id=7410 (env=prod, region=eu-west-1, ip=61.127.65.2, request_id=bz0wt2d9hr85jkqp, trace_id=wtw3isb4uasyqiwb5fctx9on, ua="PostmanRuntime/7.36.0")
2026-02-03 21:49:47 | INFO | auth | Batch processed records=4532 duration_ms=2390 (env=dev, region=ap-southeast-1, ip=129.173.29.11, request_id=mv4p2lt1pb0ht8u9, trace_id=ardl644cljd0gyf0ukcd7lry, ua="PostmanRuntime/7.36.0")
2026-02-03 21:50:06 | INFO | auth | Cache hit key=sess:4254 ttl_s=2963 (env=prod, region=me-south-1, ip=82.128.243.250, request_id=awer5d9rffl8ym7n, trace_id=algwau87u2fpmq2j1anyrw05, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 21:50:25 | INFO | auth | Config loaded version=1.18.27 (env=staging, region=me-south-1, ip=244.128.227.72, request_id=jiiuzpvmi2gu2fe7, trace_id=06uuy6lpzforbn96mihn4lgn, ua="PostmanRuntime/7.36.0")
2026-02-03 21:50:27 | WARN | auth | Elevated error rate observed window_s=120 rate=13.4% (env=dev, region=eu-west-1, ip=6.198.10.248, request_id=xot1b6v4byolpxj4, trace_id=ess68p4l03veklw1m2vf638i, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 21:50:44 | INFO | auth | Token refreshed user_id=8908 (env=staging, region=us-east-1, ip=40.12.38.158, request_id=hd36n3q7v6vahyvs, trace_id=0lxdutw4mn6qdk56s10ssl46, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 21:51:59 | INFO | auth | Token refreshed user_id=4244 (env=prod, region=me-south-1, ip=14.87.245.21, request_id=5kukvm93yie1ga5n, trace_id=ythhg5v8i1judlzcv8h02q9b, ua="curl/8.4.0")
2026-02-03 21:53:27 | WARN | auth | Retrying request to upstream service attempt=3 (env=prod, region=us-east-1, ip=201.145.156.20, request_id=5aa6plmbqu1shyhl, trace_id=we22u7f9029znye0e26p63c4, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 21:53:28 | INFO | auth | Batch processed records=4457 duration_ms=1927 (env=dev, region=us-east-1, ip=122.193.159.116, request_id=7b10vjdluonvm2k2, trace_id=a7bqwzktwebho8ycl6td0d0b, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 21:53:30 | INFO | auth | Config loaded version=5.4.49 (env=prod, region=ap-southeast-1, ip=136.183.192.150, request_id=v1qskomlyl2sycys, trace_id=efrjsb5cejosf7l29z2gx4pa, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 21:54:09 | INFO | auth | Token refreshed user_id=6002 (env=prod, region=me-south-1, ip=123.131.184.122, request_id=09amahzwtrewuzpc, trace_id=dpkh2g9olqhb06o2jg3hqxvr, ua="PostmanRuntime/7.36.0")
2026-02-03 21:54:38 | INFO | auth | User logout success user_id=6871 (env=prod, region=me-south-1, ip=220.198.126.237, request_id=ul57lskcyn0h3r2p, trace_id=elxt0eeo8ff8tlf0qs3v69xi, ua="curl/8.4.0")
2026-02-03 21:54:39 | WARN | auth | Retrying request to upstream service attempt=2 (env=prod, region=us-east-1, ip=247.72.214.131, request_id=7bnw2xh3m41518v9, trace_id=ndg3ef5g5laqt0w2s2cjurx6, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 21:54:53 | WARN | auth | Elevated error rate observed window_s=30 rate=4.3% (env=prod, region=ap-southeast-1, ip=242.41.44.185, request_id=o4ol2250vrm9yvim, trace_id=wjt105nvmjwnoj3d87two2on, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 21:55:10 | ERROR | auth | Service dependency not responding dependency=s3 (env=prod, region=eu-west-1, ip=158.230.142.76, request_id=18apcaz590hyrq2d, trace_id=27crh28gz8osfu1pf9mgoe1h, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 21:55:11 | INFO | auth | Token refreshed user_id=8606 (env=dev, region=us-east-1, ip=254.114.151.203, request_id=70l27c7gedritpr2, trace_id=q8tbhsq7bcm65ajfdkikx4fm, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 21:55:18 | WARN | auth | Temporary network jitter detected rtt_ms=228 (env=prod, region=me-south-1, ip=49.196.13.69, request_id=2ofyw31axumc5e6m, trace_id=w51im6nwykzwzcppx0slhac5, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 21:56:09 | WARN | auth | Slow response detected (2972ms) endpoint=/logout (env=prod, region=me-south-1, ip=216.211.111.160, request_id=h4y2zhb45ntvl1db, trace_id=pukbgsexlkoi1wt6fq1iyfh4, ua="curl/8.4.0")
2026-02-03 21:56:24 | INFO | auth | Cache hit key=sess:4803 ttl_s=75 (env=dev, region=ap-southeast-1, ip=235.202.67.96, request_id=fnr1vrnj0encu3kr, trace_id=6gkod2o6d5311mb3gnnzoitb, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 21:56:38 | INFO | auth | Cache hit key=rate:51.10.242.104 ttl_s=2265 (env=dev, region=me-south-1, ip=51.10.242.104, request_id=8c7yygzwmhjyxjnq, trace_id=5y8i322u6s7bui4lk74bk95d, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 21:57:00 | WARN | auth | Queue backlog growing size=5137 (env=prod, region=me-south-1, ip=157.52.20.194, request_id=esou1x53dnbh6fmf, trace_id=aflkk2svq883o7z4nn5v40go, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 21:58:22 | INFO | auth | DELETE /admin/config 401 (3063ms) (env=prod, region=me-south-1, ip=219.48.54.154, request_id=vli1fhrlt4hmk92f, trace_id=4nyr708nblxqsgd7lrt4ca8f, ua="curl/8.4.0")
2026-02-03 21:58:36 | ERROR | auth | Unhandled exception type=IOError message=permission denied (env=prod, region=eu-west-1, ip=30.90.114.158, request_id=gzbzduhf3cmshd4e, trace_id=ueuwuvgg81163hubgb0nj45o, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 21:59:26 | ERROR | auth | DB timeout while fetching user profile user_id=4958 (env=prod, region=us-east-1, ip=219.225.182.119, request_id=9mgbzz74j5ycyqxi, trace_id=wbkdtiloo5pbcqfx9e2mcblj, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 21:59:29 | INFO | auth | File uploaded id=file_i5zb95q67q bytes=6292748 (env=dev, region=me-south-1, ip=54.48.173.143, request_id=0k5560jzpdtsajq6, trace_id=hwj0dipj10ov8hxgn5p7ra04, ua="curl/8.4.0")
2026-02-03 21:59:58 | INFO | auth | User logout success user_id=1039 (env=prod, region=us-east-1, ip=99.142.169.14, request_id=3eqzsi56k953nfsp, trace_id=djrex7aei9dxei19r19e1e47, ua="curl/8.4.0")
2026-02-03 22:00:16 | ERROR | auth | DB timeout while fetching user profile user_id=9482 (env=prod, region=us-east-1, ip=76.250.81.37, request_id=g9m9yfqvsb830kwz, trace_id=63hblq7n8xcgjsf3igphigxc, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 22:00:51 | INFO | auth | User login success user_id=4217 (env=prod, region=ap-southeast-1, ip=152.138.50.240, request_id=hanzojqurt7fi23i, trace_id=h5lqm4682k45qm212rzm5x2n, ua="PostmanRuntime/7.36.0")
2026-02-03 22:01:11 | INFO | auth | Token refreshed user_id=2859 (env=prod, region=ap-southeast-1, ip=81.194.9.53, request_id=qgnvjjk6zbzzqd90, trace_id=h0x7e3gi516zpth2ow7wwrfn, ua="curl/8.4.0")
2026-02-03 22:01:13 | INFO | auth | User login success user_id=8810 (env=dev, region=us-east-1, ip=132.247.154.251, request_id=yrx89276t3g5rs9d, trace_id=cz1ojq6k1h65gn53ta1flh8b, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 22:01:56 | INFO | auth | Config loaded version=5.2.8 (env=prod, region=eu-west-1, ip=52.86.171.116, request_id=qmp76he7i657o9ja, trace_id=6ig9zdsa3tdn3ymbawd39hxz, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 22:02:08 | INFO | auth | File uploaded id=file_9hr2ldinxm bytes=4988276 (env=prod, region=me-south-1, ip=164.33.221.119, request_id=v4xniaukxo8f73pn, trace_id=bnizkzcfar0izxjj8mbt90fk, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 22:02:09 | ERROR | auth | Unhandled exception type=ConnectionError message=permission denied (env=prod, region=eu-west-1, ip=72.240.244.22, request_id=1a6whajaewfppoks, trace_id=rlq3h6pasm6asxsfp7ecputv, ua="curl/8.4.0")
2026-02-03 22:02:18 | INFO | auth | Batch processed records=2473 duration_ms=2270 (env=prod, region=ap-southeast-1, ip=151.167.231.176, request_id=bfhcoa0fkc72fbba, trace_id=s4gr45346tq9ag4m1i659iyw, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 22:02:30 | INFO | auth | Job completed successfully: job=daily-report duration_ms=1885 (env=staging, region=ap-southeast-1, ip=178.232.17.100, request_id=65gbd2lz5dmb87pz, trace_id=z7ch3hnkl221ep46gluclrtw, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 22:02:58 | INFO | auth | Metrics pushed cpu=81% mem=57% (env=dev, region=ap-southeast-1, ip=250.79.254.127, request_id=r670yc13sjloe2o7, trace_id=64zpvlxt7wj317lvmic8c17q, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
